"Key","Isolation Index","Island","Country","Territory","ISO_3","ISO_3","ISO_3","Ancien ISO_3","Island or Archipelago","Nearest Island distance","Group distance","Continent","Nearest Continent distance","Area","Area (km²)","Shoreline (km)","Coastal Index","Altitude (m)","Scale","Latitude","Longitude","Population","Alternate Names 1","Alternate Names 2","Alternate Names 3","Alternate Names 4","Alternate Names 5","Alternate Names 6","Alternate Names 7","Alternate Names 8","Ordination PNUE","Ordination Mathematica","Characteristic","Claimed by","Included Islands","Percent Country 1","Percent Country 2","Percent Country 3","Type","Nombre d'identifiants - Ile"
1710.,"inc","Hatsushima","Japan","Shizuoka","jpn","","","","","inc","inc","inc","inc","Pacific region",0.437,"inc","inc",51.,"inc",35.039747,139.170383,215.,"","","","","","","","","",1491.,"","","","","","","sur la carte",1.
1711.,"inc","Higashi-jima","Japan","Ogasawara-Shoto","jpn","","","","Bonin Islands","inc","inc","inc","inc","Pacific region",0.28,"inc","inc","inc","inc",27.093058,142.245626,0.,"Higashi Ogijima","East Island","","","","","","","",1492.,"","","","","","","pas sur la carte",1.
1712.,"inc","Hiro-shima","Japan","Hiroshima","jpn","","","","Geiyo Islands","inc","inc","inc","inc","Pacific region",11.66,18.5,1.5866209262435678,283.2,"inc",34.375,133.71667,"inc","Hiro Sima","","","","","","","","",1493.,"","","","","","","sur la carte",1.
1713.,"inc","Hitsuishi-shima","Japan","Okayama","jpn","","","","","inc","inc","inc","inc","Pacific region",0.85,5.4,6.352941176470589,"inc","inc",34.422048,133.803,"inc","Hitsuishi-shima","Hituisi Sima","","","","","","","",1494.,"","","","","","","sur la carte",1.
1714.,38.530908686852385,"Hokkaid\:014d","Japan","Hokkaido","jpn","","","","Hokkaido",20.,290.,"Asia",290.,"Pacific region",78719.4,2337.5,0.02969407795282993,2290.,2.5e6,43.,142.5,5.625e6,"Hokkaido","","","","","","","",1002.,1495.,"","","","","","","sur la carte",1.
1715.,"inc","Hon-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region",6.74,16.4,2.433234421364985,"inc","inc",34.38333,133.78333,"inc","Hon-jima","Hon Sima","Moto-shima","","","","","","",1496.,"","","","","","","sur la carte",1.
1716.,28.457513110645905,"Honsh\:016b","Japan","Honshu","jpn","","","","Honshu",4.,175.,"Asia",175.,"Pacific region",225800.3,5450.4,0.024138143306275502,3776.,7.5e6,36.5,138.,1.03e8,"Honshu","","","","","","","",1003.,1497.,"","","","","","","sur la carte",1.
1717.,"inc","Iejima","Japan","Okinawa","jpn","","","","Okinawa Islands","inc","inc","inc","inc","Pacific region",23.,22.4,0.9739130434782608,172.,"inc",26.716111,127.790278,4610.,"Ie Shima","\:4f0a\:6c5f\:5cf6","","","","","","","",1498.,"","","","","","","sur la carte",1.
1718.,"inc","Iki Island","Japan","Nagasaki","jpn","","","","Kyushu","inc","inc","inc","inc","Pacific region",133.8,"inc","inc",212.9,"inc",33.783333,129.716667,13178.,"\:58f1\:5c90\:5cf6","Iki-no-shima","","","","","","","",1499.,"","","","","","","sur la carte",1.
1719.,"inc","Ikuro-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region",0.16,1.6,10.,"inc","inc",34.40667,133.81,"inc","Iwakuro-jima","Ikuro Sima","","","","","","","",1500.,"","","","","","","sur la carte",1.
1720.,"inc","Im\:014dto-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",1.22,"inc","inc","inc","inc",26.559204,142.208891,0.,"","Younger Sister Island","","","","","","","",1501.,"","","","","","","sur la carte",1.
1721.,"inc","Inamba-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",0.005,"inc","inc",74.,"inc",33.650833,139.298889,0.,"\:85fa\:7058\:6ce2\:5cf6","\:30a4\:30ca\:30f3\:30d0\:5cf6","Inanba-jim","","","","","","",1502.,"","","","","","","pas sur la carte",1.
1722.,67.13020454102582,"Io-jima","Japan","Tokyo","jpn","","","","Ogasawara Islands",60.,215.,"Asia",2000.,"Pacific region",21.,22.6,1.0761904761904764,169.,500000.,24.78,141.32,0.,"Iwo Jima","Iwojima","Sulphur Island","","","","","",1004.,1506.,"","","","","","","sur la carte",1.
1723.,"inc","Iriomote-jima","Japan","Okinawa","jpn","","","","Ryukyu Islands","inc","inc","inc","inc","Pacific region",289.,130.,0.44982698961937717,469.5,"inc",24.333333,123.833333,2347.,"Iriomote shima","","","","","","","",1005.,1503.,"","","","","","","sur la carte",1.
1724.,"inc","Ishigaki","Japan","Okinawa","jpn","","","","Ryukyu Islands","inc","inc","inc","inc","Pacific region",229.,"inc","inc","inc","inc",24.4,124.2,48000.,"Ishigaki-jima","Ishigaki shima","","","","","","",1006.,1504.,"","","","","","","sur la carte",1.
1725.,"inc","Itsukushima","Japan","Hiroshima","jpn","","","","","inc","inc","inc","inc","Pacific region",30.39,"inc","inc",530.,"inc",34.275556,132.307778,"inc","Miyajima","Shrine Island","","","","","","","",1505.,"","","","","","","sur la carte",1.
1726.,"inc","Izu \:014cshima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",91.06,52.,0.5710520535910388,764.,"inc",34.733333,139.366667,8553.,"\:4f0a\:8c46\:5927\:5cf6","","","","","","","","",1507.,"","","","","","","sur la carte",1.
1727.,"inc","Kamima-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.31654,133.792566,0.,"Kami-Ma Sima","","","","","","","","",1508.,"","","","","","","sur la carte",1.
1728.,"inc","Kara-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.3,132.94667,0.,"Kara Sima","","","","","","","","",1509.,"","","","","","","pas sur la carte",1.
1729.,65.73707045601007,"Kita-io-jima","Japan","Tokyo","jpn","","","","Ogasawara Islands",70.,160.,"Asia",2000.,"Pacific region",6.,9.9,1.65,804.,500000.,25.430191,141.286411,0.,"Kita-no-jima","Kita-iwo-jima","North Iwo Jima","Kita-Iw\:014d-jima","Kita-I\:014dt\:014d","Kita-I\:014djima","","",1007.,1510.,"","","","","","","sur la carte",1.
1730.,"inc","Kosei-shima","Japan","Kagawa","jpn","","","","Shivaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.37333,133.85,0.,"Ko-sei-jima","Kose-i Sima","O-sei-jima","","","","","","",1511.,"","","","","","","sur la carte",1.
1731.,"inc","K\:014dzu-shima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",18.48,22.,1.1904761904761905,571.,"inc",34.216111,139.156389,1914.,"\:795e\:6d25\:5cf6","","","","","","","","",1512.,"","","","","","","sur la carte",1.
1732.,"inc","Kume Island","Japan","Okinawa","jpn","","","","Okinawa Islands","inc","inc","inc","inc","Pacific region",59.11,"inc","inc","inc","inc",26.351667,126.772222,8713.,"Kumejima","","","","","","","","",1513.,"","","","","","","sur la carte",1.
1733.,"inc","Kuroshima","Japan","Okinawa","jpn","","","","Yaeyama Islands","inc","inc","inc","inc","Pacific region",10.,"inc","inc","inc","inc",24.233333,124.016667,210.,"Kuro Island","Kuro-shima","Baugh","","","","","","",1514.,"","","","","","","sur la carte",1.
1734.,28.832815729997478,"Kyushu","Japan","Kyushu","jpn","","","","Kyushu",4.,180.,"Asia",180.,"Pacific region",37437.2,1951.,0.05211394014509633,1788.,2.5e6,32.6,131.1,1.335e7,"Kyushu","","","","","","","",1008.,1515.,"","","","","","","sur la carte",1.
1735.,"inc","Lot's Wife","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",0.0037,"inc","inc",100.,"inc",29.794167,140.341944,0.,"\:5b40\:5a66\:5ca9","S\:014dfu Iwa","S\:014dfu Gan","","","","","","",1516.,"","","","","","","pas sur la carte",1.
1736.,"inc","Mae-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",2.4,"inc","inc","inc","inc",27.488172,142.20677,0.,"","","","","","","","","",1517.,"","","","","","","pas sur la carte",1.
1737.,"inc","Mago-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",27.19464,142.195258,0.,"Mago Island","Grand Child Island","","","","","","","",1518.,"","","","","","","pas sur la carte",1.
1738.,"inc","Mei-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",1.11,"inc","inc","inc","inc",26.569337,142.232237,0.,"","","","","","","","","",1519.,"","","","","","","sur la carte",1.
1739.,"inc","Mikura-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",20.58,0.0162,0.0007871720116618076,851.,"inc",33.871111,139.605,351.,"\:5fa1\:8535\:5cf6","","","","","","","","",1520.,"","","","","","","sur la carte",1.
1740.,114.8074069840786,"Minami Tori Shima","Japan","Minami Tori Shima","jpn","","","","",1050.,1050.,"Asia",2500.,"Pacific region",1.51,6.,3.9735099337748343,9.,"inc",24.286667,153.980556,0.,"Minamitori-shima","Marcus Island","","","","","","",1009.,1522.,"","","","","","","sur la carte",1.
1741.,68.89900296756562,"Minami-io-jima","Japan","Tokyo","jpn","","","","Ogasawara Islands",60.,270.,"Asia",2000.,"Pacific region",3.54,7.5,2.1186440677966103,913.,"inc",24.2,141.43,0.,"Minami-iwo","South Iwo Jima","Minami-I\:014dt\:014d","Minami-Iw\:014d-jima","Minami-I\:014djima","South Sulfur Island","","",1010.,1561.,"","","","","","","doublon",1.
1742.,"inc","Minami-jima","Japan","Tokyo","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",0.34,"inc","inc","inc","inc",27.039251,142.175603,0.,"South Island","","","","","","","","",1521.,"","","","","","","pas sur la carte",1.
1743.,"inc","Mitsugo-jima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.39459,133.81075,0.,"","","","","","","","","",1523.,"","","","","","","pas sur la carte",1.
1744.,"inc","Miyake-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",55.5,"inc","inc",815.,"inc",34.066667,139.516667,2382.,"Miyakezima","Miyake","Miyake Shimo","","","","","","",1524.,"","","","","","","sur la carte",1.
1745.,"inc","Miyako-jima","Japan","Okinawa","jpn","","","","Miyako Islands","inc","inc","inc","inc","Pacific region",159.,"inc","inc",114.8,"inc",24.783333,125.333333,55914.,"Myaaku","Naaku","","","","","","","",1525.,"","","","","","","sur la carte",1.
1746.,"inc","Muk\:014d-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",2.57,"inc","inc","inc","inc",27.681944,142.14,0.,"Muko Island","Mukojima-retto","Bridgeroom Island","","","","","",1011.,1526.,"","","","","","","pas sur la carte",1.
1747.,"inc","Muk\:014d-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",1.38,"inc","inc","inc","inc",26.60357,142.129726,0.,"Over There Island","","","","","","","",1011.,1527.,"","","","","","","sur la carte",1.
1748.,"inc","Muroki-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.40889,133.835,0.,"Moroki-jima","Muroki Sima","","","","","","","",1528.,"","","","","","","pas sur la carte",1.
1749.,"inc","Nabe-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.38333,133.83333,0.,"Nabe Sima","","","","","","","","",1529.,"","","","","","","pas sur la carte",1.
1750.,"inc","Naga-shima","Japan","Kyushu","jpn","","","","Kagoshima Islands","inc","inc","inc","inc","Pacific region",90.79,"inc","inc",403.,"inc",34.68333,134.25,10120.,"Nagoshima Island","Naga Sima","","","","","","","",1530.,"","","","","","","sur la carte",1.
1751.,"inc","Nakanoshima","Japan","Kagoshima","jpn","","","","Tokara Islands","inc","inc","inc","inc","Pacific region",32.21,89.1,2.76622167028873,979.,"inc",36.083333,133.1,2400.,"\:4e2d\:4e4b\:5cf6","Ama-t\:014d","\:6d77\:58eb\:5cf6","Naka-no-shima","","","","","",1531.,"","","","","","","sur la carte",1.
1752.,"inc","Nak\:014ddo-jima","Japan","Ogasawara-Shoto","jpn","","","","Bonin Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",27.629167,142.177778,0.,"Nakadachi-jima","","","","","","","","",1532.,"","","","","","","pas sur la carte",1.
1753.,"inc","Niijima Island","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",23.87,"inc","inc",432.,"inc",34.390847,139.270878,2420.,"","","","","","","","","",1533.,"","","","","","","sur la carte",1.
1754.,"inc","Nishi-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",0.49,"inc","inc","inc","inc",27.117813,142.168207,0.,"West Island","","","","","","","","",1534.,"","","","","","","pas sur la carte",1.
1755.,"inc","Nishinoshima","Japan","Osaka","jpn","","","","Osaka Bay","inc","inc","inc","inc","Pacific region",55.97,117.,2.090405574414865,402.,"inc",36.1,133.983333,3400.,"\:897f\:30ce\:5cf6","Nishi-no-shima","","","","","","","",1535.,"Île artificielle","","","","","","pas sur la carte",1.
1756.,64.05230897330406,"Nishinoshima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands",125.,200.,"Asia",1500.,"Pacific region",2.45,"inc","inc",66.,"inc",27.246944,140.874444,0.,"Rosario Island","","","","","","","",1012.,1536.,"","","","","","","sur la carte",1.
1757.,65.73707045601007,"Kita-io-jima","Japan","Tokyo","jpn","","","","Ogasawara Islands",70.,160.,"Asia",2000.,"Pacific region",6.,9.9,1.65,804.,500000.,25.433333,141.281944,0.,"Kita-Iw\:014d-jima","Kita-I\:014dt\:014d","Kita-I\:014djima","North Sulfur Island","Kita-no-jima","Kita-iwo-jima","North Iwo Jima","",1007.,1537.,"","","","","","","doublon",1.
1758.,"inc","\:014ebenten-jima","Japan","Hokkaido","jpn","","","","Hokkaido","inc","inc","inc","inc","Pacific region",0.005,0.5,100.,20.,"inc",34.31303,132.40169,0.,"\:014c-kakuma-shima","Benten-jima","\:014c-Kakuma Sima","Wakkanai","","","","","",1538.,"","","","","","","pas sur la carte",1.
1759.,"inc","Odaiba","Japan","Tokyo","jpn","","","","","inc","inc","inc","inc","Pacific region",3.41,"inc","inc","inc","inc",35.63,139.775,"inc","\:304a\:53f0\:5834","Daiba","","","","","","","",1539.,"Île artificielle","","","","","","sur la carte",1.
1760.,56.85557720282968,"Okinawa Island","Japan","Okinawa","jpn","","","","Ryukyu Islands",100.,500.,"Asia",600.,"Pacific region",1206.,396.8,0.32902155887230516,498.,1.e6,26.5,127.933333,1.25e6,"Okinawa-hont\:014d","Okinawa-jima","Uchinaa","Fuchináa","","","","",1013.,1540.,"","","","","","","sur la carte",1.
1761.,"inc","Okinoerabujima","Japan","Kagoshima","jpn","","","","Amami Islands","inc","inc","inc","inc","Pacific region",93.63,50.,0.5340168749332479,246.,"inc",27.368889,128.566667,15000.,"\:6c96\:6c38\:826f\:90e8\:5cf6","Yyerabu","Iraabu","","","","","","",1541.,"","","","","","","sur la carte",1.
1762.,"inc","Okinotori-shima","Japan","Tokyo","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",7.8,"inc","inc",1.5,"inc",20.425556,136.081111,0.,"Okinotori Islands","Parece Vela","","","","","","","",1542.,"","","","","","","sur la carte",1.
1763.,"inc","Okushiri Island","Japan","Hokkaido","jpn","","","","Hokkaido","inc","inc","inc","inc","Pacific region",144.8,58.7,0.4053867403314917,584.,1.e6,42.15,139.47,3343.,"Okushiri-to","","","","","","","",1014.,1543.,"","","","","","","sur la carte",1.
1764.,"inc","\:014cnohara-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",0.02,"inc","inc","inc","inc",34.048056,139.383889,0.,"\:5927\:91ce\:539f\:5cf6","\:014cnohara Islands","","","","","","","",1544.,"","","","","","","pas sur la carte",1.
1765.,"inc","Ote-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region",0.6,3.8,6.333333333333333,"inc","inc",34.37778,133.64833,"inc","","","","","","","","","",1545.,"","","","","","","sur la carte",1.
1766.,"inc","Ot\:014dto-jima","Japan","Ogasawara-Shoto","jpn","","","","Ogasawara Islands","inc","inc","inc","inc","Pacific region",5.7,14.8,2.5964912280701755,229.,500000.,27.16808,142.19075,0.,"Ototo jima","","","","","","","",1015.,1546.,"","","","","","","pas sur la carte",1.
1767.,24.372011598678448,"Rebun-to","Japan","Hokkaido","jpn","","","","Hokkaido",5.,40.,"Asia",250.,"Pacific region",91.,61.6,0.676923076923077,490.,1.e6,45.4,141.02,3194.,"Rebun Island","","","","","","","",1016.,1547.,"","","","","","","sur la carte",1.
1768.,23.320068723338856,"Rishiri-to","Japan","Hokkaido","jpn","","","","Hokkaido",7.,18.,"Asia",270.,"Pacific region",192.2,54.,0.2809573361082206,1719.,1.e6,45.180556,141.243056,5102.,"Rishiri Island","","","","","","","",1017.,1548.,"","","","","","","sur la carte",1.
1769.,36.98422286103998,"Sado-shima","Japan","Honshu","jpn","","","","Honshu",33.,33.,"Asia",650.,"Pacific region",936.7,187.8,0.2004910857264866,1173.,2.5e6,38.016667,138.366667,"inc","Sado Island","Sodo shima","","","","","","",1018.,1549.,"","","","","","","sur la carte",1.
1770.,"inc","Sanagi-shima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region",1.83,6.6,3.60655737704918,"inc","inc",34.345,133.61944,"inc","Sanagi Sima","Sanagi-jima","","","","","","","",1550.,"","","","","","","sur la carte",1.
1771.,"inc","Sei-jima","Japan","Okayama","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.351,133.85,"inc","Sei Sima","Sei-shima","","","","","","","",1551.,"","","","","","","rattachée à une autre île",1.
1772.,"inc","Shami-jima","Japan","Kagawa","jpn","","","","Shiwaku Islands","inc","inc","inc","inc","Pacific region","inc","inc","inc","inc","inc",34.35,133.83333,"inc","Sami-jima","Samine-shima","Shami Shima","Syami Sima","","","","","",1552.,"","","","","","","rattachée à une autre île",1.
1773.,"inc","Shikine-jima","Japan","Tokyo","jpn","","","","Izu Islands","inc","inc","inc","inc","Pacific region",3.9,"inc","inc",109.,"inc",34.326111,139.21,600.,"\:5f0f\:6839\:5cf6","","","","","","","","",1553.,"","","","","","","sur la carte",1.
1774.,40.578851527907794,"Shikoku","Japan","Shikoku","jpn","","","","Shikoku",10.,350.,"Asia",350.,"Pacific region",18545.,1121.,0.06044755998921542,1981.,2.5e6,33.6,133.4,4.1e6,"Shikoku","","","","","","","",1019.,1554.,"","","","","","","sur la carte",1.
